Age,Gender,Education Level,Job Title,Years of Experience,Salary,increased_salary
27.0,Male,PhD,Data Scientist,2.0,115000.0,138000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,222000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,150000.0
26.0,Female,Master's,Product Manager,2.0,120000.0,144000.0
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,5.0,180000.0,216000.0
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,204000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0,138000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,222000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,150000.0
26.0,Female,Master's,Product Manager,2.0,120000.0,144000.0
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,5.0,180000.0,216000.0
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,204000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0,138000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,222000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,150000.0
26.0,Female,Master's,Product Manager,2.0,120000.0,144000.0
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,5.0,180000.0,216000.0
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,204000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0,138000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,222000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0,138000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,222000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,150000.0
26.0,Female,Master's,Product Manager,2.0,120000.0,144000.0
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,5.0,180000.0,216000.0
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,204000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0,138000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,222000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0,138000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,222000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0,138000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,222000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0,138000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,222000.0
25.0,Female,Master's,Data Analyst,1.0,100000.0,120000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0,228000.0
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,186000.0
28.0,Male,Master's,Product Manager,3.0,130000.0,156000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,174000.0
27.0,Male,PhD,Data Scientist,2.0,115000.0,138000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,222000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,180000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
31.0,Female,Master's,Data Scientist,9.0,195000.0,234000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,192000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Female,Master's,Product Manager,12.0,196000.0,235200.0
23.0,Male,Bachelor's,Data Analyst,1.0,95000.0,114000.0
32.0,Female,PhD,Data Scientist,10.0,193000.0,231600.0
29.0,Male,Bachelor's,Software Engineer,6.0,175000.0,210000.0
30.0,Female,Bachelor's,Product Manager,5.0,160000.0,192000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
31.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,192000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Female,Master's,Product Manager,12.0,196000.0,235200.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,132000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,180000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,234000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,192000.0
33.0,Male,Master's,Product Manager,11.0,198000.0,237600.0
26.0,Female,Bachelor's,Data Analyst,3.0,130000.0,156000.0
30.0,Male,PhD,Data Scientist,7.0,185000.0,222000.0
27.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Master's,Product Manager,12.0,196000.0,235200.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,132000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0,192000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
31.0,Female,PhD,Data Scientist,9.0,195000.0,234000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,192000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,180000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Female,Master's,Product Manager,12.0,196000.0,235200.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,234000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,192000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,234000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,192000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,234000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,192000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,234000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,192000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
25.0,Male,Bachelor's,Data Analyst,2.0,125000.0,150000.0
28.0,Female,Master's,Data Scientist,6.0,175000.0,210000.0
30.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,180000.0
24.0,Male,Bachelor's,Data Analyst,1.0,95000.0,114000.0
31.0,Male,Master's,Data Scientist,9.0,195000.0,234000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,192000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Female,Master's,Product Manager,12.0,196000.0,235200.0
23.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
32.0,Female,PhD,Data Scientist,10.0,193000.0,231600.0
29.0,Male,Bachelor's,Software Engineer,6.0,170000.0,204000.0
30.0,Female,Bachelor's,Product Manager,5.0,160000.0,192000.0
26.0,Male,Bachelor's,Data Analyst,3.0,135000.0,162000.0
31.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,192000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Female,Master's,Product Manager,12.0,196000.0,235200.0
25.0,Male,Bachelor's,Data Analyst,2.0,115000.0,138000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,180000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,234000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,192000.0
33.0,Male,Master's,Product Manager,11.0,198000.0,237600.0
26.0,Female,Bachelor's,Data Analyst,3.0,130000.0,156000.0
30.0,Male,PhD,Data Scientist,7.0,185000.0,222000.0
27.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Master's,Product Manager,12.0,196000.0,235200.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,132000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0,192000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
31.0,Female,PhD,Data Scientist,9.0,195000.0,234000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,192000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,180000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Female,Master's,Product Manager,12.0,196000.0,235200.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,234000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,192000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,234000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,192000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,234000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,192000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
23.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
27.0,Female,Master's,Data Scientist,4.0,150000.0,180000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
24.0,Female,Bachelor's,Product Manager,3.0,125000.0,150000.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,132000.0
31.0,Male,Master's,Data Scientist,7.0,180000.0,216000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,192000.0
33.0,Female,Master's,Product Manager,10.0,195000.0,234000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
30.0,Female,PhD,Data Scientist,6.0,170000.0,204000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Female,Master's,Product Manager,11.0,196000.0,235200.0
23.0,Male,Bachelor's,Data Analyst,1.0,92000.0,110400.0
32.0,Female,PhD,Data Scientist,9.0,195000.0,234000.0
29.0,Male,Bachelor's,Software Engineer,6.0,170000.0,204000.0
30.0,Female,Bachelor's,Product Manager,5.0,160000.0,192000.0
26.0,Male,Bachelor's,Data Analyst,3.0,135000.0,162000.0
31.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
28.0,Male,Bachelor's,Software Engineer,5.0,165000.0,198000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,95000.0,114000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Female,Master's,Product Manager,12.0,196000.0,235200.0
25.0,Male,Bachelor's,Data Analyst,2.0,115000.0,138000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,180000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,234000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,192000.0
33.0,Male,Master's,Product Manager,11.0,198000.0,237600.0
26.0,Female,Bachelor's,Data Analyst,3.0,130000.0,156000.0
30.0,Male,PhD,Data Scientist,7.0,185000.0,222000.0
27.0,Female,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Male,Master's,Product Manager,12.0,196000.0,235200.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,132000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0,192000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,108000.0
31.0,Female,PhD,Data Scientist,9.0,195000.0,234000.0
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,192000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,180000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0,216000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,228000.0
33.0,Female,Master's,Product Manager,11.0,198000.0,237600.0
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,132000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0,222000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,168000.0
34.0,Female,Master's,Product Manager,12.0,196000.0,235200.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,234000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,192000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,156000.0
